dataset_id,flow_name,accuracy
40966,weka.MultilayerPerceptron,0.0
40966,weka.Logistic,0.0
40966,weka.A1DE,0.0
40966,weka.LogitBoost_DecisionStump,0.0
40966,weka.NaiveBayes,0.0
40966,weka.OneR,0.0
40966,weka.DecisionStump,0.0
40966,weka.J48,0.0
40966,weka.RandomForest,0.0
40966,weka.AdaBoostM1_DecisionStump,0.0
40966,weka.SMO_PolyKernel,0.0
40966,weka.IBk,0.0
40966,weka.LADTree,0.0
40966,weka.RBFClassifier,0.0
40966,weka.Bagging_J48,0.0
40982,weka.J48,0.0
40982,weka.ZeroR,0.0
40982,weka.OneR,0.0
40982,weka.PART,0.0
40982,weka.OLM,0.0
40982,weka.REPTree,0.0
40982,weka.BayesNet_K2,0.0
40982,weka.Logistic,0.0
40982,weka.Ridor,0.0
40982,weka.BayesNet_K2,0.0
40982,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40982,weka.LibSVM,0.0
40982,weka.J48,0.0
40982,weka.DecisionStump,0.0
40982,weka.HoeffdingTree,0.0
40982,weka.MultilayerPerceptron,0.0
40982,weka.Logistic,0.0
40982,weka.A1DE,0.0
40982,weka.LogitBoost_DecisionStump,0.0
40982,weka.NaiveBayes,0.0
40982,weka.OneR,0.0
40982,weka.DecisionStump,0.0
40982,weka.J48,0.0
40982,weka.RandomForest,0.0
40982,weka.AdaBoostM1_DecisionStump,0.0
40982,weka.SMO_PolyKernel,0.0
40982,weka.IBk,0.0
40982,weka.LADTree,0.0
40982,weka.RBFClassifier,0.0
40982,weka.Bagging_J48,0.0
40994,weka.J48,0.0
40994,weka.ZeroR,0.0
40994,weka.OneR,0.0
40994,weka.PART,0.0
40994,weka.OLM,0.0
40994,weka.REPTree,0.0
40994,weka.BayesNet_K2,0.0
40994,weka.Logistic,0.0
40994,weka.Ridor,0.0
40994,weka.BayesNet_K2,0.0
40994,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40994,weka.LibSVM,0.0
40994,weka.J48,0.0
40994,weka.DecisionStump,0.0
40994,weka.HoeffdingTree,0.0
40994,weka.MultilayerPerceptron,0.0
40994,weka.Logistic,0.0
40994,weka.A1DE,0.0
40994,weka.LogitBoost_DecisionStump,0.0
40994,weka.NaiveBayes,0.0
40994,weka.OneR,0.0
40994,weka.DecisionStump,0.0
40994,weka.J48,0.0
40994,weka.RandomForest,0.0
40994,weka.AdaBoostM1_DecisionStump,0.0
40994,weka.SMO_PolyKernel,0.0
40994,weka.IBk,0.0
40994,weka.LADTree,0.0
40994,weka.RBFClassifier,0.0
40994,weka.Bagging_J48,0.0
40983,weka.J48,0.0
40983,weka.ZeroR,0.0
40983,weka.OneR,0.0
40983,weka.PART,0.0
40983,weka.OLM,0.0
40983,weka.REPTree,0.0
40983,weka.BayesNet_K2,0.0
40983,weka.Logistic,0.0
40983,weka.Ridor,0.0
40983,weka.BayesNet_K2,0.0
40983,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40983,weka.LibSVM,0.0
40983,weka.J48,0.0
40983,weka.DecisionStump,0.0
40983,weka.HoeffdingTree,0.0
40983,weka.MultilayerPerceptron,0.0
40983,weka.Logistic,0.0
40983,weka.A1DE,0.0
40983,weka.LogitBoost_DecisionStump,0.0
40983,weka.NaiveBayes,0.0
40983,weka.OneR,0.0
40983,weka.DecisionStump,0.0
40983,weka.J48,0.0
40983,weka.RandomForest,0.0
40983,weka.AdaBoostM1_DecisionStump,0.0
40983,weka.SMO_PolyKernel,0.0
40983,weka.IBk,0.0
40983,weka.LADTree,0.0
40983,weka.RBFClassifier,0.0
40983,weka.Bagging_J48,0.0
40975,weka.J48,0.0
40975,weka.ZeroR,0.0
40975,weka.OneR,0.0
40975,weka.PART,0.0
40975,weka.OLM,0.0
40975,weka.REPTree,0.0
40975,weka.BayesNet_K2,0.0
40975,weka.Logistic,0.0
40975,weka.Ridor,0.0
40975,weka.BayesNet_K2,0.0
40975,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40975,weka.LibSVM,0.0
40975,weka.J48,0.0
40975,weka.DecisionStump,0.0
40975,weka.HoeffdingTree,0.0
40975,weka.MultilayerPerceptron,0.0
40975,weka.Logistic,0.0
40975,weka.A1DE,0.0
40975,weka.LogitBoost_DecisionStump,0.0
40975,weka.NaiveBayes,0.0
40975,weka.OneR,0.0
40975,weka.DecisionStump,0.0
40975,weka.J48,0.0
40975,weka.RandomForest,0.0
40975,weka.AdaBoostM1_DecisionStump,0.0
40975,weka.SMO_PolyKernel,0.0
40975,weka.IBk,0.0
40975,weka.LADTree,0.0
40975,weka.RBFClassifier,0.0
40975,weka.Bagging_J48,0.0
40984,weka.J48,0.0
40984,weka.ZeroR,0.0
40984,weka.OneR,0.0
40984,weka.PART,0.0
40984,weka.OLM,0.0
40984,weka.REPTree,0.0
40984,weka.BayesNet_K2,0.0
40984,weka.Logistic,0.0
40984,weka.Ridor,0.0
40984,weka.BayesNet_K2,0.0
40984,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40984,weka.LibSVM,0.0
40984,weka.J48,0.0
40984,weka.DecisionStump,0.0
40984,weka.HoeffdingTree,0.0
40984,weka.MultilayerPerceptron,0.0
40984,weka.Logistic,0.0
40984,weka.A1DE,0.0
40984,weka.LogitBoost_DecisionStump,0.0
40984,weka.NaiveBayes,0.0
40984,weka.OneR,0.0
40984,weka.DecisionStump,0.0
40984,weka.J48,0.0
40984,weka.RandomForest,0.0
40984,weka.AdaBoostM1_DecisionStump,0.0
40984,weka.SMO_PolyKernel,0.0
40984,weka.IBk,0.0
40984,weka.LADTree,0.0
40984,weka.RBFClassifier,0.0
40984,weka.Bagging_J48,0.0
40979,weka.J48,0.0
40979,weka.ZeroR,0.0
40979,weka.OneR,0.0
40979,weka.PART,0.0
40979,weka.OLM,0.0
40979,weka.REPTree,0.0
40979,weka.BayesNet_K2,0.0
40979,weka.Logistic,0.0
40979,weka.Ridor,0.0
40979,weka.BayesNet_K2,0.0
40979,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40979,weka.LibSVM,0.0
40979,weka.J48,0.0
40979,weka.DecisionStump,0.0
40979,weka.HoeffdingTree,0.0
40979,weka.MultilayerPerceptron,0.0
40979,weka.Logistic,0.0
40979,weka.A1DE,0.0
40979,weka.LogitBoost_DecisionStump,0.0
40979,weka.NaiveBayes,0.0
40979,weka.OneR,0.0
40979,weka.DecisionStump,0.0
40979,weka.J48,0.0
40979,weka.RandomForest,0.0
40979,weka.AdaBoostM1_DecisionStump,0.0
40979,weka.SMO_PolyKernel,0.0
40979,weka.IBk,0.0
40979,weka.LADTree,0.0
40979,weka.RBFClassifier,0.0
40979,weka.Bagging_J48,0.0
40996,weka.J48,0.0
40996,weka.ZeroR,0.0
40996,weka.OneR,0.0
40996,weka.PART,0.0
40996,weka.OLM,0.0
40996,weka.REPTree,0.0
40996,weka.BayesNet_K2,0.0
40996,weka.Logistic,0.0
40996,weka.Ridor,0.0
40996,weka.BayesNet_K2,0.0
40996,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40996,weka.LibSVM,0.0
40996,weka.J48,0.0
40996,weka.DecisionStump,0.0
40996,weka.HoeffdingTree,0.0
40996,weka.MultilayerPerceptron,0.0
40996,weka.Logistic,0.0
40996,weka.A1DE,0.0
40996,weka.LogitBoost_DecisionStump,0.0
40996,weka.NaiveBayes,0.0
40996,weka.OneR,0.0
40996,weka.DecisionStump,0.0
40996,weka.J48,0.0
40996,weka.RandomForest,0.0
40996,weka.AdaBoostM1_DecisionStump,0.0
40996,weka.SMO_PolyKernel,0.0
40996,weka.IBk,0.0
40996,weka.LADTree,0.0
40996,weka.RBFClassifier,0.0
40996,weka.Bagging_J48,0.0
41027,weka.J48,0.0
41027,weka.ZeroR,0.0
41027,weka.OneR,0.0
41027,weka.PART,0.0
41027,weka.OLM,0.0
41027,weka.REPTree,0.0
41027,weka.BayesNet_K2,0.0
41027,weka.Logistic,0.0
41027,weka.Ridor,0.0
41027,weka.BayesNet_K2,0.0
41027,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
41027,weka.LibSVM,0.0
41027,weka.J48,0.0
41027,weka.DecisionStump,0.0
41027,weka.HoeffdingTree,0.0
41027,weka.MultilayerPerceptron,0.0
41027,weka.Logistic,0.0
41027,weka.A1DE,0.0
41027,weka.LogitBoost_DecisionStump,0.0
41027,weka.NaiveBayes,0.0
41027,weka.OneR,0.0
41027,weka.DecisionStump,0.0
41027,weka.J48,0.0
41027,weka.RandomForest,0.0
41027,weka.AdaBoostM1_DecisionStump,0.0
41027,weka.SMO_PolyKernel,0.0
41027,weka.IBk,0.0
41027,weka.LADTree,0.0
41027,weka.RBFClassifier,0.0
41027,weka.Bagging_J48,0.0
23517,weka.J48,0.0
23517,weka.ZeroR,0.0
23517,weka.OneR,0.0
23517,weka.PART,0.0
23517,weka.OLM,0.0
23517,weka.REPTree,0.0
23517,weka.BayesNet_K2,0.0
23517,weka.Logistic,0.0
23517,weka.Ridor,0.0
23517,weka.BayesNet_K2,0.0
23517,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
23517,weka.LibSVM,0.0
23517,weka.J48,0.0
23517,weka.DecisionStump,0.0
23517,weka.HoeffdingTree,0.0
23517,weka.MultilayerPerceptron,0.0
23517,weka.Logistic,0.0
23517,weka.A1DE,0.0
23517,weka.LogitBoost_DecisionStump,0.0
23517,weka.NaiveBayes,0.0
23517,weka.OneR,0.0
23517,weka.DecisionStump,0.0
23517,weka.J48,0.0
23517,weka.RandomForest,0.0
23517,weka.AdaBoostM1_DecisionStump,0.0
23517,weka.SMO_PolyKernel,0.0
23517,weka.IBk,0.0
23517,weka.LADTree,0.0
23517,weka.RBFClassifier,0.0
23517,weka.Bagging_J48,0.0
40923,weka.J48,0.0
40923,weka.ZeroR,0.0
40923,weka.OneR,0.0
40923,weka.PART,0.0
40923,weka.OLM,0.0
40923,weka.REPTree,0.0
40923,weka.BayesNet_K2,0.0
40923,weka.Logistic,0.0
40923,weka.Ridor,0.0
40923,weka.BayesNet_K2,0.0
40923,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40923,weka.LibSVM,0.0
40923,weka.J48,0.0
40923,weka.DecisionStump,0.0
40923,weka.HoeffdingTree,0.0
40923,weka.MultilayerPerceptron,0.0
40923,weka.Logistic,0.0
40923,weka.A1DE,0.0
40923,weka.LogitBoost_DecisionStump,0.0
40923,weka.NaiveBayes,0.0
40923,weka.OneR,0.0
40923,weka.DecisionStump,0.0
40923,weka.J48,0.0
40923,weka.RandomForest,0.0
40923,weka.AdaBoostM1_DecisionStump,0.0
40923,weka.SMO_PolyKernel,0.0
40923,weka.IBk,0.0
40923,weka.LADTree,0.0
40923,weka.RBFClassifier,0.0
40923,weka.Bagging_J48,0.0
40927,weka.J48,0.0
40927,weka.ZeroR,0.0
40927,weka.OneR,0.0
40927,weka.PART,0.0
40927,weka.OLM,0.0
40927,weka.REPTree,0.0
40927,weka.BayesNet_K2,0.0
40927,weka.Logistic,0.0
40927,weka.Ridor,0.0
40927,weka.BayesNet_K2,0.0
40927,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40927,weka.LibSVM,0.0
40927,weka.J48,0.0
40927,weka.DecisionStump,0.0
40927,weka.HoeffdingTree,0.0
40927,weka.MultilayerPerceptron,0.0
40927,weka.Logistic,0.0
40927,weka.A1DE,0.0
40927,weka.LogitBoost_DecisionStump,0.0
40927,weka.NaiveBayes,0.0
40927,weka.OneR,0.0
40927,weka.DecisionStump,0.0
40927,weka.J48,0.0
40927,weka.RandomForest,0.0
40927,weka.AdaBoostM1_DecisionStump,0.0
40927,weka.SMO_PolyKernel,0.0
40927,weka.IBk,0.0
40927,weka.LADTree,0.0
40927,weka.RBFClassifier,0.0
40927,weka.Bagging_J48,0.0
40978,weka.J48,0.0
40978,weka.ZeroR,0.0
40978,weka.OneR,0.0
40978,weka.PART,0.0
40978,weka.OLM,0.0
40978,weka.REPTree,0.0
40978,weka.BayesNet_K2,0.0
40978,weka.Logistic,0.0
40978,weka.Ridor,0.0
40978,weka.BayesNet_K2,0.0
40978,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40978,weka.LibSVM,0.0
40978,weka.J48,0.0
40978,weka.DecisionStump,0.0
40978,weka.HoeffdingTree,0.0
40978,weka.MultilayerPerceptron,0.0
40978,weka.Logistic,0.0
40978,weka.A1DE,0.0
40978,weka.LogitBoost_DecisionStump,0.0
40978,weka.NaiveBayes,0.0
40978,weka.OneR,0.0
40978,weka.DecisionStump,0.0
40978,weka.J48,0.0
40978,weka.RandomForest,0.0
40978,weka.AdaBoostM1_DecisionStump,0.0
40978,weka.SMO_PolyKernel,0.0
40978,weka.IBk,0.0
40978,weka.LADTree,0.0
40978,weka.RBFClassifier,0.0
40978,weka.Bagging_J48,0.0
40670,weka.J48,0.0
40670,weka.ZeroR,0.0
40670,weka.OneR,0.0
40670,weka.PART,0.0
40670,weka.OLM,0.0
40670,weka.REPTree,0.0
40670,weka.BayesNet_K2,0.0
40670,weka.Logistic,0.0
40670,weka.Ridor,0.0
40670,weka.BayesNet_K2,0.0
40670,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40670,weka.LibSVM,0.0
40670,weka.J48,0.0
40670,weka.DecisionStump,0.0
40670,weka.HoeffdingTree,0.0
40670,weka.MultilayerPerceptron,0.0
40670,weka.Logistic,0.0
40670,weka.A1DE,0.0
40670,weka.LogitBoost_DecisionStump,0.0
40670,weka.NaiveBayes,0.0
40670,weka.OneR,0.0
40670,weka.DecisionStump,0.0
40670,weka.J48,0.0
40670,weka.RandomForest,0.0
40670,weka.AdaBoostM1_DecisionStump,0.0
40670,weka.SMO_PolyKernel,0.0
40670,weka.IBk,0.0
40670,weka.LADTree,0.0
40670,weka.RBFClassifier,0.0
40670,weka.Bagging_J48,0.0
40701,weka.J48,0.0
40701,weka.ZeroR,0.0
40701,weka.OneR,0.0
40701,weka.PART,0.0
40701,weka.OLM,0.0
40701,weka.REPTree,0.0
40701,weka.BayesNet_K2,0.0
40701,weka.Logistic,0.0
40701,weka.Ridor,0.0
40701,weka.BayesNet_K2,0.0
40701,weka.FilteredClassifier_Standardize_NaiveBayes,0.0
40701,weka.LibSVM,0.0
40701,weka.J48,0.0
40701,weka.DecisionStump,0.0
40701,weka.HoeffdingTree,0.0
40701,weka.MultilayerPerceptron,0.0
40701,weka.Logistic,0.0
40701,weka.A1DE,0.0
40701,weka.LogitBoost_DecisionStump,0.0
40701,weka.NaiveBayes,0.0
40701,weka.OneR,0.0
40701,weka.DecisionStump,0.0
40701,weka.J48,0.0
40701,weka.RandomForest,0.0
40701,weka.AdaBoostM1_DecisionStump,0.0
40701,weka.SMO_PolyKernel,0.0
40701,weka.IBk,0.0
40701,weka.LADTree,0.0
40701,weka.RBFClassifier,0.0
40701,weka.Bagging_J48,0.0
