Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,C,fit_intercept,max_iter,tol,random_state,loss_hinge,loss_squared_hinge
analcatdata_creditscore_461,1.0,0.0018048286437988,0.0008823871612548,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2343088137834838,1.0,762.0,0.0005416536422399,0.0,1.0,0.0
analcatdata_creditscore_461,1.0,0.0011043548583984,0.0001204013824462,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.983388292433087,0.0,1122.0,0.0004364281095917,0.0,0.0,1.0
analcatdata_creditscore_461,1.0,0.0018045902252197,0.0008578300476074,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.178826169552295,1.0,881.0,0.0010370912725121,0.0,1.0,0.0
analcatdata_creditscore_461,1.0,0.0018894672393798,0.0008230209350585,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.09010319800078,1.0,721.0,0.0063061510718607,0.0,0.0,1.0
analcatdata_creditscore_461,1.0,0.0010828971862792,0.000117540359497,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0901777649432125,0.0,973.0,0.0024693456027725,0.0,1.0,0.0
analcatdata_creditscore_461,1.0,0.00103759765625,0.000115156173706,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3317408146064131,1.0,1087.0,0.0050150885912564,0.0,0.0,1.0
analcatdata_creditscore_461,1.0,0.0013442039489746,0.0001552104949951,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4046264513660826,1.0,1077.0,0.0004002650913191,0.0,0.0,1.0
analcatdata_creditscore_461,1.0,0.0011062622070312,0.0002329349517822,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4717792440911459,1.0,1722.0,0.0001145990600414,0.0,1.0,0.0
analcatdata_creditscore_461,1.0,0.000974416732788,0.0001132488250732,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0727518762851374,1.0,822.0,0.0005293302870547,0.0,0.0,1.0
analcatdata_creditscore_461,1.0,0.0010693073272705,0.0001177787780761,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2106307613148786,0.0,1112.0,0.0025946074068771,0.0,1.0,0.0
