Dataset,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,C,degree,gamma,coef0,shrinking,tol,random_state,kernel_linear,kernel_poly,kernel_rbf,kernel_sigmoid
visualizing_galaxy_925,0.9846153846153848,0.0220742225646972,0.0043351650238037,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.771272790946682,2.0,-1.0,-0.0404544145498855,1.0,0.0061588764886243,0.0,0.0,1.0,0.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0041851997375488,0.0010073184967041,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.796210288865154,5.0,-1.0,-0.3519018794702063,1.0,0.0020512829355163,0.0,0.0,0.0,1.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0027587413787841,0.0007059574127197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.333780169483896,3.0,-2.0,-0.1381558692055247,1.0,0.0001319290279541,0.0,0.0,0.0,0.0,1.0
visualizing_galaxy_925,0.9846153846153848,0.0022709369659423,0.0004353523254394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.124601804385677,3.0,-1.0,-0.0787446709435052,1.0,0.0037690437120703,0.0,0.0,0.0,0.0,1.0
visualizing_galaxy_925,0.9846153846153848,0.0016863346099853,0.0003609657287597,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1779738177458439,2.0,-2.0,-0.1900697766038456,1.0,0.0002567615388147,0.0,0.0,0.0,1.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0027799606323242,0.0007994174957275,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.050829229753043,2.0,-1.0,0.1599699851446004,1.0,0.0079444069373225,0.0,1.0,0.0,0.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0021977424621582,0.0004329681396484,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.607240272529621,4.0,-1.0,0.1156182616496408,1.0,0.0080783237244169,0.0,0.0,0.0,1.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0020163059234619,0.0003855228424072,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2302819881358324,2.0,-2.0,-0.252914080522731,1.0,0.0002967102448488,0.0,0.0,0.0,1.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0026607513427734,0.0007464885711669,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.50665777962977,3.0,-2.0,-0.2339348038603113,0.0,0.0002362666738528,0.0,1.0,0.0,0.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0227715969085693,0.0044014453887939,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.072979715285209,3.0,-2.0,-0.3815630463516133,0.0,0.0018449069629296,0.0,0.0,0.0,0.0,1.0
visualizing_galaxy_925,0.9846153846153848,0.0016753673553466,0.00032639503479,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1777320940160387,3.0,-1.0,-0.0091139612074103,1.0,0.0005150531709879,0.0,0.0,1.0,0.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0014114379882812,0.0002582073211669,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.706981532918821,3.0,-1.0,-0.6334353714241833,1.0,0.004136857305727,0.0,0.0,0.0,1.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0021865367889404,0.0004031658172607,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.000492120123375,2.0,-1.0,0.0768067532128951,1.0,0.0001907784161674,0.0,0.0,0.0,0.0,1.0
visualizing_galaxy_925,0.9846153846153848,0.022355318069458,0.0044431686401367,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2758848817221235,3.0,-1.0,0.4964408769019172,1.0,0.0066147094599491,0.0,0.0,0.0,1.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0019218921661376,0.0003726482391357,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3874030171173819,3.0,-2.0,-0.5921401285933211,1.0,0.0086686014242883,0.0,0.0,1.0,0.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0014808177947998,0.000274658203125,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.786683957381264,5.0,-1.0,-0.1362796765776704,0.0,0.0014469166502849,0.0,1.0,0.0,0.0,0.0
visualizing_galaxy_925,0.9846153846153848,0.0018751621246337,0.0003430843353271,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5766534506729232,2.0,-2.0,-0.1583034980700699,1.0,0.0003949503955864,0.0,0.0,0.0,0.0,1.0
visualizing_galaxy_925,0.9846153846153848,0.0024974346160888,0.000640869140625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.450073878502343,4.0,-1.0,0.1920565595061567,0.0,0.0012002637612649,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.97,0.0087878704071044,0.0023603439331054,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4233670780147222,3.0,-1.0,-0.3382258675536586,0.0,0.0007654272897998,0.0,0.0,1.0,0.0,0.0
fri_c4_1000_50_797,0.97,0.0085196495056152,0.0024981498718261,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504566834135796,3.0,-2.0,0.2941291805603751,1.0,0.0047854020065326,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.97,0.0090527534484863,0.0025482177734375,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.160098217856415,3.0,-2.0,0.189024837983626,0.0,0.0001776759363515,0.0,0.0,1.0,0.0,0.0
fri_c4_1000_50_797,0.97,0.0090517997741699,0.002467393875122,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.648856455278316,2.0,-1.0,-0.2152318480739078,0.0,0.0016071292020437,0.0,0.0,1.0,0.0,0.0
fri_c4_1000_50_797,0.97,0.0089907646179199,0.0025207996368408,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2680446137723122,4.0,-1.0,0.0892436923593912,1.0,0.0001190604773479,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.97,0.0091664791107177,0.002486228942871,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7176777054621448,3.0,-1.0,0.0289035818206027,0.0,0.0009404057351201,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.96,0.0089032649993896,0.002448558807373,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4638338684078787,3.0,-2.0,-0.1061879545341255,1.0,0.0001035236597884,0.0,0.0,1.0,0.0,0.0
fri_c4_1000_50_797,0.96,0.0089244842529296,0.0026133060455322,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.465934581759859,4.0,-2.0,-0.0252844841236843,1.0,0.0050982248997043,0.0,1.0,0.0,0.0,0.0
fri_c4_1000_50_797,0.96,0.0088300704956054,0.0023667812347412,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3774397420650071,3.0,-2.0,0.2787401595078816,1.0,0.0002490553487179,0.0,0.0,1.0,0.0,0.0
fri_c4_1000_50_797,0.96,0.0084195137023925,0.0026328563690185,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.394913462305078,3.0,-1.0,0.831044486679907,1.0,0.0009688128178064,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.96,0.0087921619415283,0.0024788379669189,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.06264380264358,4.0,-1.0,-0.2254022340991509,0.0,0.001678064565402,0.0,0.0,0.0,0.0,1.0
fri_c4_1000_50_797,0.96,0.008707046508789,0.002547264099121,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4318369271175515,2.0,-1.0,-0.0827629071391719,0.0,0.0013595211415674,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.96,0.00881028175354,0.0026056766510009,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.589926239761304,3.0,-1.0,-0.5480276683957985,0.0,0.0017758495955911,0.0,1.0,0.0,0.0,0.0
fri_c4_1000_50_797,0.96,0.0084524154663085,0.0024490356445312,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5111927394338623,2.0,-2.0,0.4870504634107974,0.0,0.0047077196566306,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.96,0.0085790157318115,0.0024843215942382,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4796977192007097,2.0,-2.0,-0.3481956694833538,0.0,0.0018593773415669,0.0,0.0,1.0,0.0,0.0
fri_c4_1000_50_797,0.96,0.008746862411499,0.0025038719177246,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5327959378620996,2.0,0.3880770693048264,-0.3789227767062489,1.0,0.0092012787951075,0.0,0.0,0.0,1.0,0.0
fri_c4_1000_50_797,0.96,0.008716344833374,0.0024595260620117,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3937377775369884,3.0,-1.0,0.7566511168960085,0.0,0.000374380789258,0.0,0.0,0.0,0.0,1.0
fri_c4_1000_50_797,0.96,0.0088422298431396,0.0026118755340576,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6355909680967136,2.0,-1.0,-0.0995250570477784,1.0,0.000763697563149,0.0,1.0,0.0,0.0,0.0
fri_c4_1000_50_797,0.96,0.0089170932769775,0.0024912357330322,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8549993364281121,4.0,-1.0,-0.5228328592425514,1.0,0.0013067429940155,0.0,0.0,1.0,0.0,0.0
fri_c4_1000_50_797,0.96,0.0087897777557373,0.0025374889373779,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1698785216601666,5.0,-2.0,-0.6286097426860063,0.0,0.0031333632978288,0.0,0.0,0.0,1.0,0.0
MegaWatt1_1442,0.96,0.00169038772583,0.0002496242523193,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.464691713026838,3.0,-1.0,0.5501684664209194,1.0,0.000887138323962,0.0,1.0,0.0,0.0,0.0
MegaWatt1_1442,0.96,0.0017280578613281,0.0002601146697998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0368838023933675,3.0,0.2503930573531928,0.4287516158108642,1.0,0.0001379108886413,0.0,0.0,1.0,0.0,0.0
MegaWatt1_1442,0.96,0.0032176971435546,0.0008628368377685,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2851896523202651,3.0,-2.0,-0.1511047363197667,0.0,0.0003706315590279,0.0,0.0,0.0,0.0,1.0
MegaWatt1_1442,0.96,0.01827073097229,0.003145694732666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.649126038831159,2.0,-1.0,0.344363982236922,1.0,0.000393030390231,0.0,0.0,1.0,0.0,0.0
MegaWatt1_1442,0.96,0.001657485961914,0.0002877712249755,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1563667162048664,3.0,-1.0,0.1940748227294329,0.0,0.0001447500537299,0.0,1.0,0.0,0.0,0.0
MegaWatt1_1442,0.96,0.0045540332794189,0.0012793540954589,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3293530745635271,5.0,-2.0,-0.3325554558239689,0.0,0.0015405667858833,0.0,0.0,1.0,0.0,0.0
MegaWatt1_1442,0.96,0.004185676574707,0.0012791156768798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4855883543264888,2.0,-2.0,-0.1926009305605851,0.0,0.0001216525936077,0.0,0.0,0.0,1.0,0.0
MegaWatt1_1442,0.96,0.003699779510498,0.0009820461273193,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7098643224630061,3.0,-1.0,0.2508400814497841,1.0,0.000782678595824,0.0,0.0,1.0,0.0,0.0
MegaWatt1_1442,0.96,0.0023813247680664,0.0003495216369628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.805605759296391,3.0,-1.0,0.0336308788067697,0.0,0.000264521709621,0.0,0.0,0.0,1.0,0.0
MegaWatt1_1442,0.96,0.0172071456909179,0.0030622482299804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.026074827940295,2.0,-1.0,0.3104620625982873,1.0,0.0003570694642254,0.0,0.0,0.0,0.0,1.0
MegaWatt1_1442,0.96,0.0016615390777587,0.0002706050872802,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7035404554642174,4.0,-1.0,0.2224773696336487,0.0,0.0009223384746879,0.0,1.0,0.0,0.0,0.0
MegaWatt1_1442,0.96,0.0018656253814697,0.0002589225769042,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.316380710639238,2.0,-1.0,-0.0748235976266126,0.0,0.0067468681920311,0.0,0.0,0.0,0.0,1.0
MegaWatt1_1442,0.96,0.0015795230865478,0.0002779960632324,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7166028384259283,2.0,-2.0,-0.5946294083694634,1.0,0.0006102479403842,0.0,0.0,0.0,1.0,0.0
MegaWatt1_1442,0.96,0.002023696899414,0.0002775192260742,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530866630351978,4.0,-1.0,0.3420347876394639,0.0,0.0001806660699662,0.0,0.0,0.0,1.0,0.0
MegaWatt1_1442,0.96,0.0020749568939208,0.0004084110260009,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.061605169615928,5.0,-2.0,0.0849031582634944,1.0,0.0003941696291504,0.0,0.0,0.0,0.0,1.0
MegaWatt1_1442,0.96,0.0207183361053466,0.0032398700714111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2274957768770361,3.0,-2.0,0.8836086976313404,0.0,0.0060656317793591,0.0,0.0,0.0,0.0,1.0
MegaWatt1_1442,0.96,0.0019071102142333,0.0002830028533935,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.437675371409759,4.0,0.4024260546312657,-0.2544453457977899,0.0,0.0009465931587964,0.0,0.0,1.0,0.0,0.0
MegaWatt1_1442,0.96,0.0027625560760498,0.0006422996520996,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999943848796844,4.0,-2.0,0.2908030958375966,0.0,0.0063863364933453,0.0,0.0,0.0,0.0,1.0
MegaWatt1_1442,0.96,0.0018589496612548,0.0002672672271728,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7286262912378246,2.0,-1.0,0.8661743476140914,1.0,0.0001147229400663,0.0,0.0,0.0,1.0,0.0
MegaWatt1_1442,0.96,0.0174958705902099,0.0030746459960937,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.754807787326373,4.0,-1.0,-0.4626042131580319,0.0,0.0001570541235619,0.0,0.0,0.0,1.0,0.0
stock_841,0.9894736842105264,0.0985794067382812,0.0243337154388427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.453829158758492,5.0,-2.0,-0.0662332735042161,1.0,0.0002094961280971,0.0,0.0,0.0,1.0,0.0
stock_841,0.9894736842105264,0.0962345600128173,0.0232996940612792,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2603048660744313,3.0,0.1778416106741769,0.2237724059534522,1.0,0.0044411031396576,0.0,0.0,1.0,0.0,0.0
stock_841,0.9894736842105264,0.0943255424499511,0.0230965614318847,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.526670407242881,3.0,-1.0,0.3001444011016372,0.0,0.0001651770276815,0.0,0.0,0.0,1.0,0.0
stock_841,0.9894736842105264,0.0942549705505371,0.0230064392089843,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1083759006709084,4.0,-2.0,0.1783918336868186,1.0,0.0054904839180405,0.0,1.0,0.0,0.0,0.0
stock_841,0.9894736842105264,0.0924413204193115,0.022620677947998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2515166563117443,4.0,-1.0,-0.3071429823140643,0.0,0.0018931359751791,0.0,0.0,0.0,0.0,1.0
stock_841,0.9894736842105264,0.0924651622772216,0.0230028629302978,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1426904981472075,3.0,-2.0,-0.1969199269059332,0.0,0.0017863373431479,0.0,0.0,0.0,0.0,1.0
stock_841,0.9894736842105264,0.0931093692779541,0.0230178833007812,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9515264052830834,3.0,-1.0,0.0082056194469197,0.0,0.00010524355369,0.0,0.0,0.0,0.0,1.0
stock_841,0.9894736842105264,0.1138291358947753,0.0275161266326904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.118239402890657,2.0,0.0320860084036309,-0.4108020318656741,0.0,0.0011618034113001,0.0,0.0,1.0,0.0,0.0
stock_841,0.9894736842105264,0.0937190055847168,0.0234742164611816,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5932463283979236,3.0,-1.0,-0.3399648221808201,0.0,0.0001073273905712,0.0,0.0,1.0,0.0,0.0
stock_841,0.9894736842105264,0.1131038665771484,0.027327537536621,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.013822787201542,2.0,-2.0,-0.2824019957567652,1.0,0.0016559095819512,0.0,0.0,1.0,0.0,0.0
