task_id,predictive_accuracy,classifier__bootstrap,classifier__criterion,classifier__max_features,classifier__min_samples_leaf,classifier__min_samples_split,imputation__strategy
146819.0,0.9203703703703704,True,entropy,0.5429379325322429,4,13,median
146819.0,0.9203703703703704,True,gini,0.8376512801465265,9,3,median
146819.0,0.9185185185185185,True,gini,0.7337108263325506,8,13,most_frequent
146819.0,0.9185185185185185,True,gini,0.8640347720574455,4,3,most_frequent
146819.0,0.9185185185185185,True,entropy,0.7307621272304776,8,3,median
146819.0,0.9185185185185185,True,entropy,0.5841357015102527,2,11,mean
146819.0,0.9185185185185185,True,entropy,0.5574156662693207,1,13,most_frequent
146819.0,0.9185185185185185,True,gini,0.8894792414504779,10,5,most_frequent
146819.0,0.9185185185185185,True,gini,0.6924243729063134,7,3,most_frequent
146819.0,0.9185185185185185,False,gini,0.43153729088497483,11,16,most_frequent
146819.0,0.9185185185185185,True,entropy,0.706101916551137,7,12,mean
146819.0,0.9185185185185185,True,entropy,0.8431206449712441,2,15,most_frequent
146819.0,0.9185185185185185,True,entropy,0.6610008486030554,2,7,most_frequent
146820.0,0.984707584211614,True,entropy,0.8357458151796434,5,19,median
146820.0,0.984707584211614,False,entropy,0.7722604018019502,3,5,most_frequent
146820.0,0.984707584211614,False,gini,0.7951917626506505,2,15,median
146820.0,0.984707584211614,True,entropy,0.8728570936162375,4,8,mean
146820.0,0.984707584211614,True,entropy,0.81369086448161,6,19,most_frequent
146820.0,0.984707584211614,False,gini,0.729221854862542,4,15,mean
146820.0,0.9845009299442034,True,entropy,0.8865964007642629,4,4,mean
146820.0,0.9845009299442034,True,gini,0.8863458074986588,1,2,mean
146820.0,0.9845009299442034,False,entropy,0.7024203164821518,1,12,most_frequent
146820.0,0.9845009299442034,True,entropy,0.6074592777473975,3,10,mean
146820.0,0.9845009299442034,False,entropy,0.8935357693772471,10,9,most_frequent
146820.0,0.9845009299442034,False,entropy,0.6999981389747326,1,15,median
146820.0,0.9845009299442034,True,gini,0.6630384679957971,3,13,median
146820.0,0.9845009299442034,False,entropy,0.6253605725534056,3,18,mean
146820.0,0.9845009299442034,True,entropy,0.7974180601678457,1,7,most_frequent
146820.0,0.9845009299442034,True,gini,0.8436879955624456,5,10,most_frequent
146820.0,0.9842942756767927,False,entropy,0.6205572771043345,5,14,most_frequent
146820.0,0.9842942756767927,False,entropy,0.8959256805192838,14,4,mean
146820.0,0.9842942756767927,False,entropy,0.6375876051357035,2,5,mean
146820.0,0.9842942756767927,False,entropy,0.6450046944715162,2,9,mean
146821.0,0.9751157407407408,False,entropy,0.42013668405617144,1,5,mean
146821.0,0.9745370370370371,True,gini,0.5503946859270407,1,2,median
146821.0,0.9745370370370371,False,gini,0.7057483789779805,2,8,mean
146821.0,0.9745370370370371,False,gini,0.6958558083707392,3,6,mean
146821.0,0.9739583333333333,False,gini,0.7725557946765343,2,6,mean
146821.0,0.9733796296296297,False,entropy,0.8062823793494323,3,2,most_frequent
146821.0,0.9733796296296297,False,gini,0.3613430086239612,1,3,median
146821.0,0.9733796296296297,False,entropy,0.5918357103994327,1,12,median
146821.0,0.9733796296296297,False,gini,0.7597413898435995,3,4,mean
146821.0,0.9733796296296297,False,entropy,0.8153723047611001,1,10,mean
146821.0,0.9728009259259259,False,gini,0.7867902520793087,3,3,mean
146821.0,0.9728009259259259,False,entropy,0.6290513448932558,3,11,median
146821.0,0.9716435185185185,True,entropy,0.5732083234911779,1,7,median
146821.0,0.9716435185185185,True,entropy,0.6009294106646985,1,6,most_frequent
146821.0,0.9716435185185185,False,entropy,0.5935636882159682,3,12,median
146821.0,0.9704861111111112,True,entropy,0.741891076563504,1,9,median
146821.0,0.9704861111111112,False,entropy,0.42114563566655927,2,3,mean
146821.0,0.9693287037037037,False,entropy,0.6702260124055579,4,11,most_frequent
146821.0,0.96875,False,gini,0.8132331455818583,2,15,median
146821.0,0.9681712962962963,False,entropy,0.8062231716434464,4,3,mean
146824.0,0.971,False,entropy,0.33535507913701157,2,8,mean
146824.0,0.971,False,entropy,0.2081915564496054,4,4,mean
146824.0,0.971,False,gini,0.21524905730176408,1,9,median
146824.0,0.971,False,gini,0.14818433701212835,3,13,mean
146824.0,0.971,False,entropy,0.12283149039459369,6,12,most_frequent
146824.0,0.9704999999999999,True,entropy,0.13270092399254754,3,2,mean
146824.0,0.9704999999999999,False,entropy,0.3425331257035278,2,8,median
146824.0,0.9704999999999999,False,gini,0.2116744351325801,1,9,mean
146824.0,0.9704999999999999,False,gini,0.18483128709459618,4,10,most_frequent
146824.0,0.9704999999999999,False,gini,0.14302749519823596,1,15,median
146824.0,0.97,False,entropy,0.3086711054052843,4,8,mean
146824.0,0.97,False,entropy,0.12712313195741132,4,15,mean
146824.0,0.97,False,entropy,0.21086886074880493,3,11,most_frequent
146824.0,0.97,False,entropy,0.22043748820254117,5,12,median
146824.0,0.9695,False,entropy,0.49678143486863036,2,3,mean
146824.0,0.9695,True,entropy,0.20671561115711948,2,8,median
146824.0,0.9695,False,gini,0.23161029009968992,3,9,median
146824.0,0.9690000000000001,False,entropy,0.37072947139928336,3,9,most_frequent
146824.0,0.9684999999999999,True,gini,0.18797821176462604,3,9,mean
146824.0,0.968,False,entropy,0.13636080273164153,5,15,median
167125.0,0.9749923757243062,True,entropy,0.5445934293437563,3,9,median
167125.0,0.9749923757243062,False,gini,0.3837147224925789,4,5,mean
167125.0,0.9746874046965539,True,gini,0.8544866219766071,3,4,median
167125.0,0.9746874046965539,True,entropy,0.7859162500114807,2,4,most_frequent
167125.0,0.9746874046965539,True,entropy,0.18354887055680616,4,11,median
167125.0,0.9743824336688014,False,gini,0.27227377235171596,1,14,most_frequent
167125.0,0.9743824336688014,False,entropy,0.570791450521897,4,4,median
167125.0,0.9737724916132967,True,gini,0.36803697551448533,4,9,mean
167125.0,0.9737724916132967,False,entropy,0.3618478201721592,2,19,mean
167125.0,0.9737724916132967,True,gini,0.12029281473350428,4,6,most_frequent
167125.0,0.9734675205855444,True,entropy,0.5574988652481018,4,10,median
167125.0,0.9734675205855444,False,gini,0.33156995687588237,6,9,median
167125.0,0.9734675205855444,True,gini,0.11345617981060876,4,10,most_frequent
167125.0,0.9734675205855444,True,gini,0.24800570098272276,1,19,most_frequent
167125.0,0.9734675205855444,False,entropy,0.27196688843481254,7,12,mean
167125.0,0.973162549557792,False,entropy,0.5016795059647987,6,13,median
167125.0,0.973162549557792,True,entropy,0.4640652289756678,4,8,mean
167125.0,0.973162549557792,True,gini,0.12886404942166305,6,3,most_frequent
167125.0,0.973162549557792,False,gini,0.10899518607641374,9,19,median
167125.0,0.973162549557792,False,gini,0.11872697524650411,6,2,median
