Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_random_trees_embedding,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard,n_estimators,learning_rate,base_estimator__max_depth,random_state
tokyo1_40705,2,0.9583333333333334,0.2607762813568115,0.0067088603973388,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,82,0.7379755024962649,1,0
tokyo1_40705,2,0.9583333333333334,0.1206336021423339,0.0062572956085205,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0.3291723017530308,2,0
tokyo1_40705,2,0.9583333333333334,0.1401834487915039,0.0062372684478759,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0.739276052101438,1,0
tokyo1_40705,2,0.9583333333333334,0.2562956809997558,0.0062711238861083,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,89,2.798308783734124,1,0
tokyo1_40705,2,0.9583333333333334,0.1201925277709961,0.0063178539276123,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0.1042577440066147,1,0
tokyo1_40705,2,0.9583333333333334,0.1446709632873535,0.0065438747406005,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,1.5097602228338014,1,0
tokyo1_40705,2,0.9583333333333334,0.2845277786254883,0.0067007541656494,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,1.6849358461258863,1,0
schizo_466,1,0.9558823529411764,0.1635060310363769,0.0059418678283691,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,102,1.8852827498398097,2,0
schizo_466,3,0.9558823529411764,0.1607506275177002,0.0061278343200683,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,94,0.3048204921655582,1,0
schizo_466,0,0.9411764705882352,0.1646344661712646,0.0064575672149658,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,44,2.679818906211483,1,0
schizo_466,3,0.9411764705882352,0.0726656913757324,0.0063259601593017,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,0.1523291338461182,2,0
schizo_466,2,0.9411764705882352,0.1608998775482177,0.0060071945190429,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0.2503460093679035,4,0
schizo_466,4,0.9264705882352942,0.1634304523468017,0.0059344768524169,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,84,5.687744685378942,1,0
schizo_466,2,0.9264705882352942,0.0698535442352294,0.0059638023376464,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,3.0022461837597976,1,0
schizo_466,3,0.9117647058823528,0.0686054229736328,0.0059044361114501,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,67,0.1065347050959418,1,0
schizo_466,3,0.8970588235294118,0.0682394504547119,0.0058965682983398,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76,0.3138719609741879,1,0
schizo_466,3,0.8970588235294118,0.1659407615661621,0.0063214302062988,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.2684188219558202,2,0
schizo_466,2,0.8823529411764706,0.1724226474761963,0.0063629150390625,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0.348026774154617,1,0
schizo_466,0,0.8823529411764706,0.0733628273010253,0.0064489841461181,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0.3126939946126688,3,0
schizo_466,0,0.8823529411764706,0.1598062515258789,0.0060386657714843,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0.1333682926547367,1,0
schizo_466,1,0.8823529411764706,0.0727460384368896,0.0061047077178955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0.8277153955869837,2,0
schizo_466,1,0.8676470588235294,0.0714349746704101,0.0060851573944091,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,2.920565492562585,4,0
schizo_466,3,0.8676470588235294,0.0671420097351074,0.0058186054229736,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,1.6347955596600998,2,0
schizo_466,4,0.8676470588235294,0.1577091217041015,0.0064337253570556,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,91,2.21688587974898,1,0
schizo_466,4,0.8676470588235294,0.0964705944061279,0.0067014694213867,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0.1453109550194014,1,0
schizo_466,2,0.8676470588235294,0.0715453624725341,0.0061237812042236,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,7.998000378562185,1,0
schizo_466,2,0.8676470588235294,0.0701735019683837,0.0059633255004882,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,49,4.753173505644823,3,0
glass_1005,4,0.9285714285714286,0.0884404182434082,0.0062811374664306,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,4.075497555587002,1,0
glass_1005,4,0.9285714285714286,0.0915408134460449,0.00620698928833,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,4.42555365114207,2,0
glass_1005,4,0.9285714285714286,0.0734894275665283,0.0060176849365234,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,7.3353529659181715,1,0
glass_1005,4,0.9285714285714286,0.0847628116607666,0.0062506198883056,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1.2260492958084,1,0
glass_1005,4,0.9285714285714286,0.0703837871551513,0.0057117938995361,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0.251515083893654,3,0
glass_1005,4,0.9285714285714286,0.06801438331604,0.0055439472198486,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,67,1.7122501609494016,1,0
glass_1005,4,0.9285714285714286,0.0856435298919677,0.006282091140747,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,3.060292848067068,3,0
glass_1005,4,0.9285714285714286,0.087958812713623,0.0064661502838134,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2.9911265427766587,1,0
glass_1005,4,0.9285714285714286,0.0707769393920898,0.0057952404022216,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,1.1038194652305169,1,0
glass_1005,4,0.9285714285714286,0.0910322666168212,0.0064432621002197,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.1370621180150072,2,0
glass_1005,4,0.9285714285714286,0.0679113864898681,0.0057170391082763,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48,0.5523646498212919,1,0
glass_1005,4,0.9285714285714286,0.0712542533874511,0.0057742595672607,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,74,6.942777013747698,2,0
glass_1005,2,0.9069767441860463,0.1549532413482666,0.0062873363494873,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,1.475359370973617,1,0
glass_1005,2,0.9069767441860463,0.1461753845214843,0.0059535503387451,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,63,1.1930643988478309,1,0
glass_1005,2,0.9069767441860463,0.147052526473999,0.0060100555419921,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,37,0.3449109869218266,1,0
glass_1005,2,0.9069767441860463,0.146136999130249,0.005934715270996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30,0.5456294962160035,4,0
glass_1005,2,0.9069767441860463,0.1473009586334228,0.006068468093872,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,47,6.175785141887515,2,0
glass_1005,2,0.9069767441860463,0.1483047008514404,0.0060012340545654,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,2.1524154217993,1,0
glass_1005,4,0.9047619047619048,0.0648128986358642,0.0057871341705322,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,3.7564192158806105,3,0
glass_1005,4,0.9047619047619048,0.066791296005249,0.0059335231781005,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.8103839781491756,1,0
backache_463,1,0.9722222222222222,0.0658245086669921,0.006077766418457,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,1.8217737453526883,1,0
backache_463,1,0.9722222222222222,0.0661046504974365,0.0060296058654785,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,0.3138825827411849,1,0
backache_463,1,0.9722222222222222,0.065427541732788,0.0061163902282714,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2.5758564738323075,1,0
backache_463,1,0.9722222222222222,0.0668904781341552,0.0071644783020019,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0.7164776829339762,3,0
backache_463,1,0.9722222222222222,0.0663809776306152,0.0062146186828613,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0.7675223478487718,1,0
backache_463,1,0.9722222222222222,0.0656607151031494,0.0060400962829589,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1.9890451853662676,3,0
backache_463,1,0.9722222222222222,0.0656161308288574,0.0062191486358642,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,7.456950203449255,1,0
backache_463,1,0.9722222222222222,0.0657949447631836,0.0061194896697998,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69,0.1342804206988648,1,0
backache_463,1,0.9722222222222222,0.0655677318572998,0.0061118602752685,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,4.461557296617841,2,0
backache_463,1,0.9722222222222222,0.0659961700439453,0.0061128139495849,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0.384384813366621,1,0
backache_463,1,0.9722222222222222,0.0654616355895996,0.0060601234436035,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0.7723940311526809,2,0
backache_463,1,0.9722222222222222,0.0698931217193603,0.0060555934906005,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.1106182179009321,1,0
backache_463,1,0.9722222222222222,0.0656397342681884,0.0060055255889892,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0.4000296255495727,1,0
backache_463,1,0.9722222222222222,0.0656647682189941,0.0060346126556396,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,1.0121910322661007,2,0
backache_463,1,0.9722222222222222,0.0673482418060302,0.0071213245391845,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,0.1295245686634833,1,0
backache_463,1,0.9722222222222222,0.0654859542846679,0.0061430931091308,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0.9598236766243888,1,0
backache_463,1,0.9722222222222222,0.0665004253387451,0.00620698928833,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,7.148604294876503,1,0
backache_463,1,0.9722222222222222,0.0655620098114013,0.006110668182373,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0.1624749590633052,2,0
backache_463,1,0.9722222222222222,0.0610294342041015,0.0056796073913574,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,3.379725715339478,1,0
backache_463,1,0.9722222222222222,0.0654246807098388,0.0060808658599853,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78,0.6596933508042184,1,0
parkinsons_1488,2,0.9743589743589745,0.0896117687225341,0.006521463394165,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,2.043371957799561,1,0
parkinsons_1488,2,0.9743589743589745,0.1401145458221435,0.0059146881103515,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26,0.331492109965175,1,0
parkinsons_1488,1,0.9743589743589745,0.2616097927093506,0.0060415267944335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0.2084416609187204,1,0
parkinsons_1488,2,0.9743589743589745,0.0663504600524902,0.0060009956359863,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0.2093751948478826,1,0
parkinsons_1488,1,0.9743589743589745,0.26898193359375,0.0061099529266357,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,31,0.1383515061116518,1,0
parkinsons_1488,2,0.9743589743589745,0.0738637447357177,0.0054583549499511,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0.2351220771569625,1,0
parkinsons_1488,2,0.9743589743589745,0.0929992198944091,0.0060381889343261,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,2.130290202428738,1,0
parkinsons_1488,2,0.9743589743589745,0.0665974617004394,0.0059394836425781,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,5.799375422240736,2,0
parkinsons_1488,2,0.9743589743589745,0.1565773487091064,0.0059428215026855,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92,4.248654063922763,4,0
parkinsons_1488,2,0.9743589743589745,0.1359052658081054,0.0057511329650878,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,72,2.345679215831954,1,0
parkinsons_1488,2,0.9743589743589745,0.066685676574707,0.0057771205902099,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0.1662890785650832,3,0
parkinsons_1488,1,0.9743589743589745,0.2741878032684326,0.0061345100402832,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,87,0.3787694057566502,2,0
parkinsons_1488,2,0.9743589743589745,0.078711986541748,0.0058469772338867,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52,0.4164987963293835,1,0
parkinsons_1488,3,0.9743589743589745,0.1058266162872314,0.0090193748474121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,0.3161650740165311,1,0
parkinsons_1488,2,0.9743589743589745,0.0941479206085205,0.0063989162445068,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,1.0715472336019582,1,0
parkinsons_1488,2,0.9743589743589745,0.1444509029388427,0.0059971809387207,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,63,1.1778978518650298,1,0
parkinsons_1488,1,0.9743589743589745,0.2743551731109619,0.0062966346740722,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,24,0.5173351060143815,3,0
parkinsons_1488,2,0.9743589743589745,0.0942442417144775,0.0064330101013183,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0.5100095606559802,2,0
parkinsons_1488,2,0.9743589743589745,0.1381967067718505,0.0058419704437255,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,28,4.5405785775233,2,0
parkinsons_1488,2,0.9743589743589745,0.1564469337463379,0.0061843395233154,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3.789533028787197,1,0
PieChart1_1451,3,0.9574468085106383,0.1853260993957519,0.0059535503387451,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73,0.4126593249129685,1,0
PieChart1_1451,3,0.9574468085106383,0.1815741062164306,0.0060606002807617,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,6.72321326732719,1,0
PieChart1_1451,3,0.9574468085106383,0.2063708305358886,0.0061745643615722,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,8.046926490215323,3,0
PieChart1_1451,3,0.9574468085106383,0.1917910575866699,0.0062899589538574,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0.4502825159700306,1,0
PieChart1_1451,3,0.9574468085106383,0.1869428157806396,0.0062916278839111,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,34,0.5115050167902818,1,0
PieChart1_1451,3,0.9574468085106383,0.2028539180755615,0.0064396858215332,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,1.0262857691073357,1,0
PieChart1_1451,3,0.9574468085106383,0.1969656944274902,0.0062232017517089,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,7.625031200080317,1,0
PieChart1_1451,3,0.9574468085106383,0.1848158836364746,0.0065522193908691,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28,5.657686335033778,1,0
PieChart1_1451,3,0.9574468085106383,0.1886465549468994,0.006338357925415,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,51,0.1603747251783928,1,0
PieChart1_1451,3,0.9574468085106383,0.1788833141326904,0.0058825016021728,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,29,0.6101849427319223,1,0
PieChart1_1451,3,0.9574468085106383,0.2035341262817382,0.0063652992248535,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,1.278622609013543,1,0
PieChart1_1451,3,0.9574468085106383,0.183976411819458,0.0062084197998046,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,49,1.0145301198554837,2,0
PieChart1_1451,3,0.950354609929078,2.98236083984375,0.0083842277526855,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,44,0.2441890222207734,1,0
PieChart1_1451,3,0.950354609929078,1.3972039222717283,0.0092310905456542,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27,5.21955577039386,1,0
PieChart1_1451,3,0.950354609929078,1.3763983249664309,0.0084080696105957,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36,2.2588196962026896,1,0
PieChart1_1451,3,0.950354609929078,1.3720543384552002,0.0083649158477783,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,69,4.740419213501404,2,0
PieChart1_1451,3,0.950354609929078,1.5090720653533936,0.0085928440093994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,63,5.218294180050909,1,0
PieChart1_1451,3,0.950354609929078,1.338144302368164,0.0078020095825195,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26,3.138424658204008,1,0
PieChart1_1451,3,0.950354609929078,1.5663444995880127,0.008906602859497,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,52,0.7558249125745705,1,0
PieChart1_1451,3,0.950354609929078,1.4773316383361816,0.0083255767822265,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,69,1.663770846298482,1,0
bridges_327,0,0.9047619047619048,0.0650699138641357,0.0060887336730957,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.2092814869074051,2,0
bridges_327,0,0.9047619047619048,0.0721700191497802,0.0066144466400146,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,2.224799278166611,2,0
bridges_327,0,0.9047619047619048,0.0872297286987304,0.0062294006347656,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33,0.2283003154021873,1,0
bridges_327,0,0.9047619047619048,0.0800490379333496,0.0059711933135986,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,2.442863390102604,3,0
bridges_327,0,0.9047619047619048,0.0648307800292968,0.0060329437255859,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0.2878699428029841,1,0
bridges_327,0,0.9047619047619048,0.0764441490173339,0.0059845447540283,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0.1718314283952834,3,0
bridges_327,0,0.9047619047619048,0.0652365684509277,0.0062372684478759,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.2140764923837717,1,0
bridges_327,0,0.9047619047619048,0.0647075176239013,0.0058188438415527,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.1009216332956898,1,0
bridges_327,0,0.9047619047619048,0.064507246017456,0.005906343460083,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,2.7382887093031822,1,0
bridges_327,0,0.9047619047619048,0.1124451160430908,0.0062923431396484,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,2.9160978864254554,1,0
bridges_327,0,0.9047619047619048,0.0749733448028564,0.0057013034820556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,66,1.0711904689361151,3,0
bridges_327,0,0.9047619047619048,0.065082311630249,0.00588059425354,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0.210244964085623,1,0
bridges_327,0,0.9047619047619048,0.0791850090026855,0.0058495998382568,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0.1469293898177933,1,0
bridges_327,0,0.9047619047619048,0.11348557472229,0.0063226222991943,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0.1092088748920729,3,0
bridges_327,0,0.9047619047619048,0.075927734375,0.006037950515747,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,34,0.2145341104774686,1,0
bridges_327,0,0.9047619047619048,0.0647273063659668,0.0059502124786376,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,6.049382838855359,2,0
bridges_327,0,0.9047619047619048,0.0646772384643554,0.0059874057769775,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.3041400993011449,4,0
bridges_327,0,0.9047619047619048,0.0683338642120361,0.006211519241333,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.5111432787468949,1,0
bridges_327,0,0.9047619047619048,0.0641312599182128,0.0059340000152587,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0.162439247503625,2,0
bridges_327,0,0.9047619047619048,0.0691232681274414,0.0058631896972656,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0.2784342198770659,1,0
bwin_amlb_45717,0,0.7075471698113207,0.1379413604736328,0.009883165359497,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,71,1.0925696733586214,2,0
bwin_amlb_45717,2,0.7075471698113207,0.0965001583099365,0.0060787200927734,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,1.6424999544628285,1,0
bwin_amlb_45717,2,0.7075471698113207,0.0953083038330078,0.0060608386993408,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,0.3095313403573189,2,0
bwin_amlb_45717,0,0.7075471698113207,0.1398372650146484,0.0103740692138671,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,86,0.1304560781777829,1,0
bwin_amlb_45717,0,0.7075471698113207,0.1369366645812988,0.0096974372863769,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0.6054325108815777,1,0
bwin_amlb_45717,2,0.7075471698113207,0.0975339412689209,0.006014347076416,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.2940402219209131,2,0
