Dataset,Imputer Strategy,Categorical Strategy,Feature Selection,Scaler,Classifier,Fold,Fold Accuracy,Training Time,Testing Time,source_csv
autoUniv-au6-400_1551,simpleimputer,onehot,generic_univariate,robust,QuadraticDiscriminantAnalysis(),3,0.3875,0.0013794898986816,0.0002634525299072,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,ordinalencoder,feature_agglomeration,robust,QuadraticDiscriminantAnalysis(),2,0.3875,0.0018272399902343,0.0003530979156494,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,onehot,generic_univariate,power,QuadraticDiscriminantAnalysis(),3,0.3875,0.0011978149414062,0.0002617835998535,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,ordinalencoder,generic_univariate,quantile,QuadraticDiscriminantAnalysis(),3,0.3875,0.0011534690856933,0.0002741813659667,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,onehot,generic_univariate,none,QuadraticDiscriminantAnalysis(),3,0.3875,0.0014786720275878,0.000303030014038,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,ordinalencoder,generic_univariate,minmax,QuadraticDiscriminantAnalysis(),3,0.3875,0.0012233257293701,0.0002598762512207,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,ordinalencoder,generic_univariate,standard,QuadraticDiscriminantAnalysis(),3,0.3875,0.0012683868408203,0.0002608299255371,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,ordinalencoder,feature_agglomeration,robust,QuadraticDiscriminantAnalysis(),2,0.3875,0.0013861656188964,0.0002939701080322,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,ordinalencoder,generic_univariate,none,QuadraticDiscriminantAnalysis(),3,0.3875,0.0013463497161865,0.0002808570861816,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,onehot,generic_univariate,standard,QuadraticDiscriminantAnalysis(),3,0.3875,0.0011546611785888,0.0005476474761962,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,ordinalencoder,generic_univariate,power,QuadraticDiscriminantAnalysis(),3,0.3875,0.00124192237854,0.0002582073211669,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,onehot,generic_univariate,quantile,QuadraticDiscriminantAnalysis(),3,0.3875,0.0013327598571777,0.0003271102905273,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,onehot,generic_univariate,power,QuadraticDiscriminantAnalysis(),3,0.3875,0.0011665821075439,0.0002574920654296,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,simpleimputer,ordinalencoder,generic_univariate,standard,QuadraticDiscriminantAnalysis(),3,0.3875,0.0012357234954833,0.0002703666687011,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
autoUniv-au6-400_1551,none,ordinalencoder,generic_univariate,power,QuadraticDiscriminantAnalysis(),3,0.3875,0.0015983581542968,0.0003623962402343,autoUniv-au6-400_1551_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,polynomial_features,quantile,QuadraticDiscriminantAnalysis(),4,0.7083333333333334,0.0470397472381591,0.0010054111480712,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,ordinalencoder,polynomial_features,quantile,QuadraticDiscriminantAnalysis(),4,0.7083333333333334,0.0349347591400146,0.0010898113250732,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,polynomial_features,quantile,QuadraticDiscriminantAnalysis(),4,0.7083333333333334,0.0324790477752685,0.0010898113250732,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,fastica,standard,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0016894340515136,0.0002112388610839,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,onehot,kernel_pca,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0016767978668212,0.0002863407135009,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,none,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.0016698837280273,0.0002145767211914,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
analcatdata_marketing_986,simpleimputer,none,pca,robust,QuadraticDiscriminantAnalysis(),0,0.684931506849315,0.001570701599121,0.0001938343048095,analcatdata_marketing_986_results_QuadraticDiscriminantAnalysis().csv
