Dataset,Fold,Fold Accuracy,Training Time,Testing Time,Imputer Strategy_none,Imputer Strategy_simpleimputer,Categorical Strategy_none,Categorical Strategy_onehot,Categorical Strategy_ordinalencoder,Feature Selection_extra_tree,Feature Selection_fastica,Feature Selection_feature_agglomeration,Feature Selection_generic_univariate,Feature Selection_kernel_pca,Feature Selection_linear_svc,Feature Selection_none,Feature Selection_nystroem,Feature Selection_pca,Feature Selection_polynomial_features,Feature Selection_rbf_sampler,Feature Selection_select_percentile,Feature Selection_truncated_svd,Scaler_minmax,Scaler_none,Scaler_normalizer,Scaler_power,Scaler_quantile,Scaler_robust,Scaler_standard
analcatdata_marketing_986,2,0.726027397260274,0.1002998352050781,0.001765489578247,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1224715709686279,0.0020177364349365,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1156883239746093,0.00368332862854,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_marketing_986,2,0.726027397260274,0.114837646484375,0.0021512508392333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
analcatdata_marketing_986,2,0.726027397260274,0.1239571571350097,0.0021524429321289,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
analcatdata_marketing_986,2,0.726027397260274,0.119049072265625,0.0028338432312011,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
analcatdata_marketing_986,2,0.726027397260274,0.1022315025329589,0.0017101764678955,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
analcatdata_marketing_986,2,0.726027397260274,0.1179957389831543,0.0021755695343017,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
badges2_1121,4,1.0,0.0349566936492919,0.0016887187957763,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
badges2_1121,4,1.0,0.0950045585632324,0.0024833679199218,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
badges2_1121,0,1.0,0.0444757938385009,0.0030694007873535,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,1,1.0,0.0350542068481445,0.0034451484680175,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,2,1.0,0.0356183052062988,0.0027239322662353,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,3,1.0,0.0363640785217285,0.0024638175964355,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,4,1.0,0.0355024337768554,0.0025031566619873,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,0,1.0,0.0957739353179931,0.001861572265625,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,1,1.0,0.0376486778259277,0.0019888877868652,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,2,1.0,0.0822219848632812,0.0017383098602294,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,3,1.0,0.0422010421752929,0.0023026466369628,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,4,1.0,1.6854472160339355,0.0018301010131835,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,3,1.0,0.0351030826568603,0.0023684501647949,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
badges2_1121,1,1.0,0.1058659553527832,0.0021727085113525,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,2,1.0,0.1035521030426025,0.0026211738586425,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,3,1.0,0.1117193698883056,0.0017182826995849,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,4,1.0,0.1002378463745117,0.0016722679138183,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
badges2_1121,3,1.0,0.0957927703857421,0.0019636154174804,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
badges2_1121,4,1.0,0.03066086769104,0.0025761127471923,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
badges2_1121,0,1.0,0.1589069366455078,0.0019938945770263,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sensory_826,1,0.7565217391304347,0.1966636180877685,0.002338171005249,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sensory_826,1,0.7565217391304347,0.2212634086608886,0.0019207000732421,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sensory_826,1,0.7565217391304347,0.2027509212493896,0.0019729137420654,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
